product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
2eb384017334e47db9ccf364216799df,utilidades_domesticas,59,887,1,5500.0,32.0,32.0,32.0
60f1546ceca9c1dfd87b26c9c6482846,utilidades_domesticas,55,674,3,5900.0,65.0,12.0,45.0
5dbd7cc557840defa81a4a99590b215e,utilidades_domesticas,58,1212,1,2575.0,29.0,28.0,28.0
e9ece5b909d4feee55f77a610b262367,utilidades_domesticas,55,1726,2,27800.0,80.0,40.0,40.0
f45cf520fba787f057d57c5c8138668f,utilidades_domesticas,59,1582,4,6100.0,31.0,29.0,41.0
8b50a72d52d7a91fb19d19fbe069e2f2,utilidades_domesticas,54,1754,1,250.0,20.0,8.0,13.0
b6e352d888ba31d8999af279cd63aa24,utilidades_domesticas,42,337,2,1225.0,27.0,26.0,26.0
b6e352d888ba31d8999af279cd63aa24,utilidades_domesticas,42,337,2,1225.0,27.0,26.0,26.0
0e07d90e3275adffecb3d6928d104d09,utilidades_domesticas,45,275,4,501.0,21.0,18.0,12.0
4a0356df7b44fc692a2dbd9c5a67a1da,utilidades_domesticas,40,120,2,1000.0,20.0,20.0,20.0
3c3b94d8e966e0a258d6baaa41549199,utilidades_domesticas,55,429,3,8200.0,35.0,40.0,35.0
e7e460583f2b78939dee0f8cd9a619ed,utilidades_domesticas,59,586,6,12250.0,80.0,10.0,76.0
2f5e485bacfeb554bec55cd497c9bc51,utilidades_domesticas,42,367,3,236.0,23.0,14.0,16.0
0dc157babdb4785891879bc375256724,utilidades_domesticas,44,300,2,950.0,25.0,23.0,25.0
441d3f638e532d223ae9a0661abb6de6,utilidades_domesticas,28,730,4,300.0,21.0,7.0,15.0
52e8a106f98ffb19f0efe15cbbe115f5,utilidades_domesticas,40,95,2,500.0,20.0,20.0,20.0
53d9d735cbf1969f1f2661b9b2c661be,utilidades_domesticas,54,807,1,750.0,25.0,10.0,15.0
99e28f7c171b6945dc991d1178ffedfe,utilidades_domesticas,35,1800,1,14000.0,44.0,33.0,36.0
d7360b45460f36f3135dcc40c8f51748,utilidades_domesticas,53,478,3,650.0,18.0,14.0,27.0
48e146e09757f4c6bc13be2f96dd0ec5,utilidades_domesticas,29,466,1,313.0,21.0,16.0,12.0
01a9707790aab6855a6438b92c4c396b,utilidades_domesticas,55,244,1,400.0,16.0,16.0,15.0
f8e4c6a9bf1c1277191c445474b61778,utilidades_domesticas,53,596,10,600.0,28.0,17.0,28.0
9c338bc8b9621f8401b46dbd8392ffbb,utilidades_domesticas,60,2272,3,12800.0,63.0,37.0,29.0
c2a1ff8408a1c857c8730e4d12da714e,utilidades_domesticas,56,1221,3,1450.0,21.0,17.0,22.0
0d2c4fbee7db55f38a730f4dd40a9f81,utilidades_domesticas,55,1745,2,250.0,17.0,10.0,14.0
4aa6014eceb682077f9dc4bffebc05b0,utilidades_domesticas,43,1002,3,10150.0,89.0,15.0,40.0
7239a6e2e573d13f4a62f90868e40264,utilidades_domesticas,29,1498,3,800.0,21.0,7.0,21.0
8be155e42d9bde2616787ea27963ca71,utilidades_domesticas,27,331,2,500.0,20.0,20.0,20.0
b61ca163d698bd09698b6876a3e945e6,utilidades_domesticas,51,897,2,450.0,20.0,10.0,20.0
d20f41d8b70e59cb4c63d68b1dcfc0a4,utilidades_domesticas,36,652,4,500.0,16.0,11.0,12.0
ef13685a6d6c37cf49a2f951deac1c87,utilidades_domesticas,60,726,2,1500.0,91.0,78.0,18.0
461a85909a0075c82f74d0221f6991c9,utilidades_domesticas,52,1307,3,8450.0,35.0,35.0,35.0
a224196b0b605fdffac1d9224f052ceb,utilidades_domesticas,42,200,1,1100.0,40.0,10.0,35.0
a9ccb9dca11ae8ca804b47417d0411f2,utilidades_domesticas,46,1021,1,8600.0,45.0,35.0,35.0
3744370c8a357a29dbaccc9011605f60,utilidades_domesticas,52,124,1,2500.0,40.0,41.0,28.0
88d1ed18fd38fa0ffeeb4b517ca42a9d,utilidades_domesticas,55,132,1,470.0,21.0,23.0,21.0
2794308672e65bc5a970a627ddb9b0f1,utilidades_domesticas,39,116,1,500.0,105.0,19.0,13.0
a1f9e41822bf2fb8bb98659e650b7e3d,utilidades_domesticas,40,153,1,14350.0,55.0,15.0,45.0
c400ab88cf8df22f426e5f205bd0a755,utilidades_domesticas,63,1459,4,2000.0,16.0,16.0,16.0
29b18b99ca3c94cea05efa9e11465440,utilidades_domesticas,55,1869,5,1150.0,35.0,15.0,20.0
9d4db3c01961c5e9d8a50e1c0b1fa2d1,utilidades_domesticas,35,868,1,1000.0,29.0,29.0,11.0
1a4eccba16567c9ffa6e98d0f552a883,utilidades_domesticas,52,164,2,8950.0,95.0,6.0,45.0
6a83dafadbcf4112388e8173860dd3b7,utilidades_domesticas,54,614,1,1245.0,58.0,12.0,60.0
090d6db6ad440d35cef0726b5a8bec14,utilidades_domesticas,19,97,1,7300.0,53.0,33.0,33.0
c5897f6f2d995196dbb40542439da9b9,utilidades_domesticas,48,407,4,1000.0,17.0,30.0,17.0
38d3d8beb882d46c0ecbd12cf224753f,utilidades_domesticas,57,851,5,1000.0,45.0,16.0,16.0
bdf89d6a5ed033f3e4fb1266fc445f81,utilidades_domesticas,59,194,1,1225.0,20.0,17.0,15.0
4353ed67630d4924986005ed5d058c44,utilidades_domesticas,37,324,4,316.0,19.0,14.0,18.0
2b4042dfabc3fe9d3f16951a8e1a3b70,utilidades_domesticas,56,623,3,900.0,38.0,9.0,21.0
bb3c156467b262f4c99996ded3351eee,utilidades_domesticas,42,158,1,700.0,26.0,17.0,21.0
40057bb8798f91bc5835fe774b8b4c36,utilidades_domesticas,49,707,2,800.0,25.0,8.0,15.0
497aaad8194759cfad63465c1b810286,utilidades_domesticas,48,554,3,5450.0,40.0,15.0,35.0
48f45fb4d7e27353b8abef59be38b65e,utilidades_domesticas,28,91,2,1200.0,27.0,10.0,20.0
a025e125dc2c294425e91e9cb1a01789,utilidades_domesticas,59,523,2,1900.0,45.0,7.0,35.0
95ddb6784d69952b116fd5bb2408b788,utilidades_domesticas,53,458,1,1600.0,34.0,27.0,23.0
21fd3b391a97c2fedab9d0efdd183a93,utilidades_domesticas,57,983,2,2650.0,53.0,15.0,13.0
222efa72a47277d611b8b38d71149afd,utilidades_domesticas,56,148,1,300.0,16.0,12.0,20.0
6df27920464e957f2b897ce928f1b556,utilidades_domesticas,46,847,2,1600.0,30.0,40.0,30.0
306dcbc0bb646b50b3d86c6803558347,utilidades_domesticas,58,469,5,2000.0,45.0,12.0,45.0
03078714f1e3f3758555f67ff35b4b01,utilidades_domesticas,54,153,1,600.0,16.0,16.0,16.0
672cd55beec76a54b88a865280fd9e5a,utilidades_domesticas,29,200,1,100.0,17.0,3.0,11.0
20415eb4f2c37838abe474b4d601da86,utilidades_domesticas,51,101,5,7000.0,45.0,19.0,45.0
fce976d7954f915c971fb93ac8724681,utilidades_domesticas,21,853,1,250.0,16.0,16.0,16.0
d7d4469347b566ef611163dc0b9cee2c,utilidades_domesticas,60,1166,6,1200.0,20.0,35.0,20.0
ba3a1ee42fbee80933b0d24a275827f0,utilidades_domesticas,55,341,3,15250.0,80.0,20.0,33.0
5e655ad6a29335c852b7829a5e340c80,utilidades_domesticas,44,937,1,800.0,16.0,16.0,16.0
d68be217281ba1c20f23f94781f29ba4,utilidades_domesticas,28,631,3,300.0,40.0,5.0,30.0
11ea7ef0494533fd1015c7140874cf0e,utilidades_domesticas,55,2660,1,850.0,43.0,5.0,24.0
357a9e8a4b691ffbb0f855b23d490c4e,utilidades_domesticas,56,824,2,390.0,23.0,14.0,17.0
3fd371205bcc8fd75d0711e30ee46ebf,utilidades_domesticas,59,691,2,200.0,16.0,4.0,11.0
39295d6c2311ab7091b5fc95bb51bbe7,utilidades_domesticas,55,764,7,1150.0,36.0,13.0,14.0
8200643735a2f7985f5545b3163b3442,utilidades_domesticas,47,1241,2,6050.0,40.0,20.0,45.0
ce9b5e2f3503d1142f9c9866db452633,utilidades_domesticas,53,335,5,1800.0,30.0,50.0,30.0
bf59082c832c1a67b92ee5ca73971f4e,utilidades_domesticas,56,1195,5,4750.0,60.0,5.0,40.0
98c0c93d863d3da23549a04d45033e06,utilidades_domesticas,37,813,1,17950.0,56.0,28.0,56.0
70c1bce00b24bfd21332f7f8ebe2217f,utilidades_domesticas,55,354,1,200.0,18.0,10.0,12.0
6b5170a2d3ae93a38e63f17b356da239,utilidades_domesticas,40,464,1,1200.0,28.0,8.0,13.0
1162c818d0d0f9f4887164cd636bd760,utilidades_domesticas,55,1776,2,1150.0,50.0,10.0,35.0
e493c5e2a707b9eb0f6d01041c86856e,utilidades_domesticas,55,343,2,5550.0,40.0,10.0,30.0
a5c6bb44f99a90b26c7871fd02d0b0e0,utilidades_domesticas,58,2427,2,8100.0,16.0,20.0,16.0
48aacddd51c3196ea66bf15d9f131c6b,utilidades_domesticas,46,175,2,649.0,16.0,18.0,17.0
501ae028cdc334d0292eb35591ccb5d6,utilidades_domesticas,27,144,1,9600.0,25.0,32.0,24.0
59f09deeea7c839a9212a19f3416b892,utilidades_domesticas,58,1404,4,30000.0,60.0,66.0,29.0
23cb417be12fb9557a815962aedefff5,utilidades_domesticas,55,495,5,200.0,30.0,20.0,20.0
d38b73f9519632415b56acb83abc77fa,utilidades_domesticas,54,620,3,1900.0,47.0,11.0,25.0
adf67f81126a8ec9e0968dadbb49083f,utilidades_domesticas,45,1523,4,150.0,16.0,14.0,11.0
70bf4f61950297cf24e18a9b84c3208a,utilidades_domesticas,59,203,1,400.0,16.0,10.0,14.0
c04dab58e6ce58a92c23cd60c7e130ba,utilidades_domesticas,51,364,2,2700.0,87.0,10.0,30.0
198ed1dd26d075dc1e52e1909fc07938,utilidades_domesticas,60,1152,3,2300.0,35.0,24.0,28.0
1f8fc2e117826028a2f1ad01a8638d62,utilidades_domesticas,45,347,1,4050.0,32.0,32.0,22.0
81a7ce9e5b3c92b523c22a4d3d3e05f4,utilidades_domesticas,60,213,1,450.0,16.0,30.0,11.0
51f7f55fd98ebe9e84ecea4511e72358,utilidades_domesticas,35,681,2,2450.0,16.0,5.0,11.0
b126c36658d4d8ae320a4ad38531cbaf,utilidades_domesticas,25,388,2,500.0,23.0,23.0,23.0
d8aead84c0ff5356cacb9ac841ec3a5f,utilidades_domesticas,28,203,2,600.0,39.0,21.0,11.0
6fd3f7378cd65325e10cb21733778416,utilidades_domesticas,59,1232,1,800.0,23.0,18.0,23.0
2abf28861922ed5da75726c7f3eb58f4,utilidades_domesticas,29,442,3,1000.0,20.0,15.0,20.0
af893b2efa430418d774a852e7870601,utilidades_domesticas,59,566,3,1550.0,29.0,17.0,23.0
11dcc970f7a5581e1bf777b6da3f7096,utilidades_domesticas,42,659,2,1038.0,41.0,22.0,28.0
f353779abb6114db5f8f79fbad12e375,utilidades_domesticas,63,3771,2,4000.0,46.0,9.0,32.0
d3d2f358e7e92dbbbc0a37d0b7435253,utilidades_domesticas,58,2108,1,2400.0,34.0,31.0,24.0
f4351f9cf9973a12b18474a9c44238a5,utilidades_domesticas,55,462,2,1600.0,16.0,35.0,25.0
d8a5b759acaff49096bf67c33d9a9372,utilidades_domesticas,58,861,1,550.0,19.0,18.0,17.0
01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150.0,40.0,11.0,40.0
cd1615dec63f54ce1d2f0b4ad00d741b,utilidades_domesticas,58,884,3,2100.0,32.0,15.0,22.0
5477e4aa56c945c4c90faca63a98cb7a,utilidades_domesticas,35,212,3,700.0,16.0,14.0,14.0
b2f15c23f560da3b247e1090d9d12be7,utilidades_domesticas,60,608,4,200.0,16.0,6.0,12.0
e4ac25e3b504e9dea6a4a06b82256951,utilidades_domesticas,54,1273,1,1575.0,39.0,32.0,44.0
66077cc774ac8ba7c7fcb45fd8e03474,utilidades_domesticas,37,365,2,3121.0,42.0,25.0,30.0
b85d127ab2f470f523f1678b7f399cef,utilidades_domesticas,59,304,1,150.0,20.0,2.0,20.0
82b73150f90f4fef92913e35b9984bb7,utilidades_domesticas,40,545,3,2200.0,48.0,25.0,25.0
3b7d1b901fe011eddf729f636ed0f861,utilidades_domesticas,47,758,3,15400.0,49.0,39.0,17.0
9ef3514cbcbf73d8b7d294036f99737f,utilidades_domesticas,53,1708,3,1650.0,69.0,10.0,40.0
b0c61d992e2adf05e5281a2d7f524a1f,utilidades_domesticas,54,350,4,200.0,20.0,10.0,15.0
ed1e39b938c6cc6867d8f5fd408ce319,utilidades_domesticas,50,456,6,650.0,16.0,20.0,30.0
9b53e2487de4651c1610938e71957638,utilidades_domesticas,56,235,3,367.0,24.0,24.0,24.0
28dfc4b48aa78bae6d69b43b2742774d,utilidades_domesticas,52,182,1,5438.0,30.0,39.0,25.0
6c09be1fc42a113b2f3e558d7df2f133,utilidades_domesticas,57,1058,2,200.0,23.0,7.0,15.0
08c63555bbee955cad9c6a9feab9e9d4,utilidades_domesticas,38,193,1,11350.0,43.0,35.0,34.0
e84bf31698e5842d605c5aa9cfc8b02a,utilidades_domesticas,33,211,1,1150.0,25.0,25.0,16.0
03c94210a8223f2f0c811f6783fe3d22,utilidades_domesticas,42,422,1,3450.0,32.0,25.0,26.0
ca96d665a6e7038a569277e6e1d34cbe,utilidades_domesticas,44,676,2,500.0,37.0,13.0,37.0
c65f71634a9d0de5b4a1d7dbb6d3ae01,utilidades_domesticas,42,588,3,500.0,35.0,15.0,20.0
b6475dae3a2796ed87cabc7b8e8debcf,utilidades_domesticas,46,558,1,250.0,35.0,13.0,19.0
85ec69dc21ef2674bd946f3a6adc01b3,utilidades_domesticas,49,1276,4,1500.0,32.0,5.0,25.0
e2a874b1b8340b4038172b1925afd914,utilidades_domesticas,54,208,2,4700.0,35.0,16.0,25.0
de1eee6c50298db6028af08bd88a702a,utilidades_domesticas,48,313,1,1100.0,25.0,12.0,35.0
555ac2c0671fd791fae84d6eeec2c1fc,utilidades_domesticas,31,300,1,1400.0,26.0,12.0,30.0
a39dac35775c3a863b0b7b6d72e839ca,utilidades_domesticas,43,254,4,550.0,16.0,5.0,12.0
d00f6c52d2730de05fb409f09ab6e732,utilidades_domesticas,53,167,1,2150.0,30.0,19.0,25.0
d00f6c52d2730de05fb409f09ab6e732,utilidades_domesticas,53,167,1,2150.0,30.0,19.0,25.0
289b15aefdff679d218b286e195e8f22,utilidades_domesticas,21,174,3,500.0,16.0,10.0,11.0
04c200c7067838a36677c2cb65f90987,utilidades_domesticas,55,1355,4,375.0,16.0,10.0,18.0
047c9a28e0da299843d9f67d99959442,utilidades_domesticas,39,1053,4,3000.0,33.0,30.0,34.0
aed7d0a9347ab6a62a7e25304e6f02ab,utilidades_domesticas,44,2017,3,550.0,36.0,10.0,16.0
2d7cd0c78354e447e9c2a37e1e287417,utilidades_domesticas,50,554,4,9900.0,105.0,12.0,40.0
24376321a0e7d0debc7a632cd4c9dda3,utilidades_domesticas,39,220,1,900.0,40.0,8.0,18.0
d43c65f300c5cfaae005f1f954fc0b15,utilidades_domesticas,33,377,2,7450.0,23.0,80.0,12.0
edec8e73963826ce09b218ed8cafe3a6,utilidades_domesticas,41,171,1,4513.0,47.0,32.0,25.0
c9bf1f1d7fdb5fa18943e2d9dad5de02,utilidades_domesticas,56,1220,2,500.0,23.0,2.0,23.0
fdbf9f9491572857107621c9e0c5d59c,utilidades_domesticas,47,793,4,305.0,68.0,10.0,19.0
4b26e5a29c80bb0a05e5094928a97537,utilidades_domesticas,60,128,1,3700.0,50.0,32.0,70.0
4749c60e1d85abdf15d45092c5a2cde2,utilidades_domesticas,40,2073,3,1400.0,27.0,21.0,21.0
a72c3f9fbd717831d5ec534cc276f126,utilidades_domesticas,33,368,1,150.0,18.0,10.0,18.0
d76c9aa6123ceda9cd490fb2301c1cb4,utilidades_domesticas,53,1278,1,2200.0,50.0,10.0,35.0
a97c27ea59cd231856af01eceb977ac9,utilidades_domesticas,60,120,1,1500.0,45.0,45.0,45.0
d1c2619dd30b8bc3c63f18ca9692660a,utilidades_domesticas,58,786,2,2600.0,24.0,19.0,24.0
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43,357,1,217.0,18.0,5.0,14.0
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43,357,1,217.0,18.0,5.0,14.0
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43,357,1,217.0,18.0,5.0,14.0
d02e5b014cc50a42a3ede0b3dc1fc63e,utilidades_domesticas,44,203,1,1100.0,19.0,22.0,19.0
e297db380aba505a729f00cd61b149d9,utilidades_domesticas,54,1414,3,425.0,41.0,12.0,13.0
e297db380aba505a729f00cd61b149d9,utilidades_domesticas,54,1414,3,425.0,41.0,12.0,13.0
beefd66ae7d857b9c50868bb14473a86,utilidades_domesticas,46,1471,2,2900.0,19.0,54.0,28.0
f7b39dca4a425dcfd4a8b0b0aac4b7c0,utilidades_domesticas,58,296,4,600.0,18.0,19.0,18.0
345f6c48d7dd28adc3242eafba3592ce,utilidades_domesticas,55,1725,1,825.0,26.0,15.0,22.0
77f374d14bd53f0ed5f29613363973b2,utilidades_domesticas,35,310,3,300.0,16.0,16.0,16.0
8eb7b31149dc92903e213c9896443440,utilidades_domesticas,25,243,3,525.0,30.0,9.0,30.0
cfa14c9ef22bd6c41e20df06de9dfa76,utilidades_domesticas,60,217,2,9950.0,61.0,31.0,31.0
9fbfc0d1a475bb65f9c0e39bb927a99a,utilidades_domesticas,38,772,1,4450.0,16.0,29.0,23.0
a7d06b7704b157e36c45b898fa555dd5,utilidades_domesticas,33,715,3,450.0,21.0,12.0,12.0
ecd5ed7617a3120fd8951a701c93f9bf,utilidades_domesticas,60,830,1,3700.0,40.0,20.0,20.0
33b9801fec06f14bb7d33af01769bb3f,utilidades_domesticas,55,214,1,700.0,60.0,8.0,20.0
5d0b0b39cb1a1afc63583475015c43ee,utilidades_domesticas,42,680,1,2000.0,23.0,13.0,23.0
d4dccae17c83ffbaafc50d763503e9eb,utilidades_domesticas,59,474,1,3070.0,32.0,11.0,29.0
483691880798b6f0f657c203494cfe3a,utilidades_domesticas,55,582,2,1050.0,100.0,3.0,15.0
65cc6f2cc545241fa4b7d11d6fe1d3e5,utilidades_domesticas,56,796,1,850.0,45.0,20.0,45.0
f3ce47ccf98da2906f6b8b1387618e07,utilidades_domesticas,59,987,1,10250.0,35.0,50.0,35.0
d0d9ae9cac6217cb49b4f19ce50b8e22,utilidades_domesticas,41,307,2,4300.0,30.0,15.0,30.0
7a81751397c8813678761201a7114339,utilidades_domesticas,38,389,1,200.0,37.0,3.0,11.0
387e781bdd254dd8821e6194af0fa8d7,utilidades_domesticas,63,497,1,9950.0,47.0,20.0,60.0
f8b624d4e475bb8d1bddf1b65c6a64f6,utilidades_domesticas,46,323,1,2841.0,40.0,23.0,26.0
6f7326be4926840cfcd094d2629f1049,utilidades_domesticas,57,2812,7,1000.0,30.0,12.0,30.0
37a4e50cc932108a1a952dcb9c15b0e7,utilidades_domesticas,29,327,2,600.0,35.0,30.0,16.0
2b25ef4ad1788c0699dff628cdbbfbd0,utilidades_domesticas,41,349,1,525.0,24.0,10.0,24.0
907215e5a3f79b3afa2d846c6209760e,utilidades_domesticas,60,950,4,1205.0,35.0,9.0,35.0
5f24a2c5fe04fac8072d899fffa77540,utilidades_domesticas,49,678,1,934.0,28.0,27.0,17.0
b6c9cd6e3f66939d3156d1def59b7639,utilidades_domesticas,60,236,3,1750.0,48.0,9.0,38.0
d7e446a8f36339b1a9d059d1237159c1,utilidades_domesticas,57,1903,1,12050.0,40.0,40.0,45.0
cbd27a4cfb94137cd08a4fda812d686b,utilidades_domesticas,58,503,2,50.0,26.0,4.0,19.0
081476f0ad46b45e23bbd0f3d1d4dd98,utilidades_domesticas,43,554,2,175.0,16.0,12.0,12.0
35efb9f20785abb24313fa712efa8fdd,utilidades_domesticas,29,770,5,800.0,40.0,10.0,35.0
dd60cac04e6bcbc919cb1c7dcc473211,utilidades_domesticas,59,379,1,900.0,45.0,20.0,25.0
6a31191d5ac5852b0478f6e245ac5b02,utilidades_domesticas,51,948,2,1250.0,28.0,21.0,29.0
d320834f42a07dcc3cf09805bc8c7001,utilidades_domesticas,50,196,1,7875.0,60.0,31.0,31.0
31fd02b02c33827cbde22902cf80338c,utilidades_domesticas,51,1224,2,200.0,26.0,3.0,21.0
f9e110c72727fb5733e1a7e6a7a230c5,utilidades_domesticas,38,642,5,625.0,18.0,16.0,16.0
7caccd530df9239c2740f03418b4c128,utilidades_domesticas,37,216,4,200.0,16.0,16.0,14.0
09bf405af365a33db9915e95a433333a,utilidades_domesticas,59,436,3,800.0,43.0,18.0,16.0
ce4958776b3721723edac6bd9a05e833,utilidades_domesticas,37,256,4,5100.0,50.0,20.0,30.0
4821fcfd5ac4f89ee295f3ac1f20c7a3,utilidades_domesticas,45,567,3,2900.0,52.0,3.0,32.0
1166bc797ddf5fb009c376d133f61204,utilidades_domesticas,55,65,3,1100.0,36.0,20.0,20.0
ec743e758e4f6c47b4b9e73ddd129e86,utilidades_domesticas,56,611,2,900.0,16.0,27.0,35.0
056193fc88b3f131fae751356896b168,utilidades_domesticas,59,1996,1,8950.0,40.0,30.0,40.0
3c9f96101518a345e28a86181196b45a,utilidades_domesticas,63,1412,3,750.0,28.0,4.0,36.0
ebb132e52ceaa1001756409f1dd0750a,utilidades_domesticas,35,250,2,950.0,17.0,19.0,20.0
042535091ac9e946489c2155a0392c47,utilidades_domesticas,23,162,1,300.0,20.0,4.0,19.0
237629a2fbb505d4db6ef67408dcf5bf,utilidades_domesticas,54,460,1,475.0,24.0,19.0,24.0
dbf23e54e9fe684d5774201bdf0de80f,utilidades_domesticas,58,71,3,500.0,20.0,35.0,22.0
5f0968068096bd1129c543f3fb59604b,utilidades_domesticas,59,167,5,2000.0,40.0,12.0,40.0
833963db6b40227a1f9a69133c7e41ce,utilidades_domesticas,23,521,1,450.0,25.0,16.0,16.0
b91e21bfc2c8edfe31dda8ab56cc8791,utilidades_domesticas,57,991,6,5050.0,36.0,33.0,26.0
3439529926df110506c6752e8f16d358,utilidades_domesticas,54,459,2,1190.0,38.0,20.0,22.0
